1.8021, BM14, 2VHU
1.80209, X10SA, 5A66
1.8008, X6A, 3Q40
1.800042, 14.1, 5MJ2
1.80002, X06DA, 5OB3
1.8, 5.2R, 1NXT
1.8, X06SA, 2XQ6
1.8, X06SA, 2XQA
1.8, BL17B1, 8KB3
1.8, I911-3, 4HWJ
1.8, PX10.1, 1W4A
1.8, PX10.1, 1W49
1.8, X29A, 6D45
1.8, BM14, 3IPO
1.8, 4.2.2, 8DJ3
1.8, I04, 5MUN
1.8, BL-5A, 2CKX
1.8, 14.1, 3FGW
1.8, 5ID-B, 3CJW
1.8, 14.2, 5E9O
1.8, X06SA, 4UN9
1.8, ?, 2HED
1.8, I911-3, 5EHB
1.8, P11, 5NGN
1.8, X06SA, 2JA4
1.8, PROXIMA 1, 5EPV
1.8, X06SA, 6FB9
1.8, 5.0.2, 1FUK
1.8, ?, 6G5C
1.8, BioMAX, 6YUH
1.8, W01B-MX2, 7T7Y
1.8, I911-3, 3KQ4
1.8, PROXIMA 1, 6YRB
1.8, X06SA, 5A74
1.8, 14.1, 4US7
1.8, ID30B, 6TKB
1.8, 7A_6B_6C1, 4CMR
1.8, X06DA, 3I31
1.8, ?, 8IN0
1.8, 8.2.1, 2H0R
1.797, BL9-2, 1G8J
1.79687, 14.1, 7ZCA
1.7968, BL9-2, 1F37
1.7968, BL9-2, 1HUX
1.7926, AR-NW12A, 2ZOF
1.78875, 19-BM, 3H34
1.78875, 19-BM, 3BXU
1.78832, 19-BM, 3H4N
1.7883, 24-ID-C, 6P4F
1.7878, 19-ID, 1RWJ
1.78652, 5.0.2, 8CZ8
1.78, ID23-1, 2W51
1.779, X10SA, 8OO2
1.776211, BM30A, 2PE7
1.776, BM16, 2PUS
1.7757, ID14-2, 1E8S
1.7753, ID14-2, 1E8S
1.7751, ID14-4, 2CL2
1.775, ID29, 3DRF
1.7714, BL3, 7C8H
1.7714, BL3, 7C8I
1.7714, BL3, 7VGU
1.7714, BL3, 7VGT
1.7713, 21-ID-D, 4MXK
1.77122, 08B1-1, 5U84
1.77122, BM14, 2FAW
1.77121, P13 (MX1), 8OEK
1.7712035, BL2, 7VJ8
1.7712035, BL2, 7VJ7
1.7712035, BL2, 7VJ6
1.771203, 8.3.1, 4M1X
1.7712, I02, 5LFS
1.7712, ID29, 7BMP
1.7712, BM14, 7W6B
1.7712, P14 (MX2), 7BMO
1.7712, BL3, 7AZT
1.7712, I03, 5LQ4
1.7712, 17-ID, 8VIP
1.7712, BM14, 2BZX
1.7712, BM14, 5TVI
1.7712, BL3, 6T3U
1.7712, BL3, 6T3L
1.7712, 19-BM, 5L1A
1.7712, 24-ID-C, 8UIQ
1.7712, 24-ID-C, 5K7E
1.7712, 24-ID-C, 5K5S
1.7712, X6A, 3Q5G
1.7712, ID23-1, 4ARR
1.7712, 8.2.2, 3F3D
1.7712, BM14, 3QN1
1.7712, I02, 6F5X
1.7712, 17-ID-1, 8FBY
1.7712, 08ID-1, 6XI3
1.7712, 24-ID-C, 6VYN
1.7712, ID29, 8PVT
1.7712, PROXIMA 1, 4WFT
1.7712, P11, 5FSG
1.7712, 14.1, 4CHI
1.7712, ID29, 6HPV
1.7712, BL9-2, 1L7V
1.7712, PROXIMA 1, 3PM2
1.7712, BM14, 5IHF
1.7712, ID30B, 8RKG
1.7712, I03, 8RLY
1.7712, 24-ID-C, 6IZ5
1.7712, 24-ID-C, 6IZ3
1.7712, 24-ID-C, 6IZF
1.7712, 24-ID-C, 6IZ6
1.7712, I23, 6JJH
1.7712, I02, 4IZQ
1.7712, 5.0.2, 5SVS
1.7712, P14 (MX2), 7BMQ
1.7712, P14 (MX2), 7BMR
1.7712, P14 (MX2), 7BMU
1.7712, ID29, 7BMV
1.7712, ID29, 7BMW
1.7712, ID29, 7BMX
1.7712, 24-ID-C, 6U6Z
1.7712, 24-ID-C, 8DWZ
1.7712, 24-ID-C, 3VRS
1.7712, 08ID-1, 5IBW
1.7712, 08B1-1, 5UFK
1.7712, X06DA, 8A24
1.7712, BM14, 7BMZ
1.7712, BM14, 2XF6
1.7712, 24-ID-C, 4EN5
1.7712, BL2, 7VJ2
1.7712, BL3, 8C3I
1.7712, BL2, 7VJ4
1.7712, 24-ID-C, 7KZI
1.7712, ID29, 2JIO
1.7712, 24-ID-C, 6NVP
1.7712, 5.0.2, 6PKG
1.7712, 24-ID-C, 6NVO
1.7712, ID30B, 7PUF
1.7712, BioMAX, 7PX1
1.7712, 08ID-1, 3SYI
1.7712, I03, 7OTB
1.7712, BM14, 2JD6
1.7712, ID30B, 6Q8R
1.7712, ID30B, 6QAR
1.7712, BioMAX, 7PX2
1.7712, ID30B, 7Q09
1.7712, ID30B, 7PWN
1.7712, ID29, 2FE1
1.77119, X10SA, 5BZX
1.77118, 21-ID-D, 7JTZ
1.77115, BL14-1, 8U45
1.77114, X4A, 1C3H
1.77114, ID29, 7BMY
1.77114, BL12-2, 6WZ1
1.77114, BL9-2, 7SMU
1.7711, BL12-2, 7S7T
1.7711, 17-ID, 6DKU
1.771, BL3, 4YSC
1.771, 14.1, 6GF6
1.771, 23-ID-B, 6VJI
1.771, ID29, 4PWS
1.771, BL3, 7FC9
1.771, BL2, 7F8K
1.771, BM14, 1Z96
1.771, 5.0.2, 6AWQ
1.771, BM14, 5IO8
1.771, ID23-1, 6TKH
1.771, BM14, 2WG7
1.771, ID23-1, 6TKJ
1.771, 14.1, 5MPX
1.771, BM14, 3L32
1.771, BL3, 5B34
1.771, BL3, 7VGV
1.771, BL3, 5B35
1.771, BL3, 7VSO
1.771, ID29, 5NSW
1.771, 23-ID-B, 7LOX
1.771, ID14-1, 2CLY
1.771, ID30B, 6R1Q
1.771, ID30B, 6RA8
1.771, X8C, 1R14
1.7701, I04, 7BNX
1.77001, X06DA, 5G3S
1.77, CXI, 4TNJ
1.77, BL3, 6JZI
1.77, BL3, 4YM8
1.77, BL3, 6JZH
1.77, BL3, 5WS6
1.77, BL3, 5WS3
1.77, BL3, 5WS5
1.77, BL3, 4YOP
1.77, 17-ID-2, 6NMG
1.77, ID30B, 6IA9
1.77, BM14, 1O81
1.77, BM14, 1I4U
1.77, 14.1, 6ETF
1.77, I02, 5FNO
1.77, I04, 5O21
1.77, CXI, 4TNI
1.77, 24-ID-C, 4LZB
1.77, ID23-1, 2UVP
1.77, ID30B, 6IA3
1.77, BL3, 7C86
1.77, BL3, 5DM9
1.77, X06DA, 5G2S
1.77, 23-ID-B, 3DD3
1.77, BL3, 7DFP
1.77, PROXIMA 1, 6T1W
1.77, BL19U1, 7CZA
1.77, 8.2.1, 1PV2
1.77, BL3, 5FVF
1.77, CXI, 4TNK
1.77, I02, 4Y9O
1.77, 19-ID, 1Q8I
1.77, X12, 4B4P
1.77, BL3, 5WRB
1.77, BL3, 5GTI
1.77, BL3, 5GTH
1.77, BL3, 5WR2
1.77, ID30B, 6Q8S
1.77, BL3, 5WR3
1.77, 24-ID-C, 4YKL
1.77, BL3, 5WR4
1.77, BL3, 7CJI
1.77, ID30B, 6ZMC
1.77, 08ID-1, 5F4E
1.77, BL3, 5B1D
1.77, BL3, 7COU
1.77, BL3, 5B1E
1.77, CXI, 4TNH
1.77, BL3, 5B1F
1.77, I03, 6TAD
1.77, BM30A, 5NBC
1.77, 24-ID-C, 6WUD
1.77, BM14, 1UYJ
1.77, BL3, 5B1G
1.77, BL2, 7VIX
1.77, ID29, 3ZI4
1.77, I04, 5IW7
1.77, 08ID-1, 6OS4
1.77, BL3, 7E71
1.77, ID23-1, 4X89
1.77, BL3, 7CJJ
1.77, BL9-2, 6W2I
1.77, BL3, 7E70
1.77, ID14-2, 1O6J
1.77, I04, 6S4L
1.77, BL3, 6GF0
1.77, ID30B, 6IA1
1.77, 19-ID, 1M66
1.77, 8.2.2, 6PSL
1.77, BM14, 2WO0
1.77, BL3, 7E6Z
1.77, BL3, 7E6X
1.77, BL3, 7E6Y
1.77, BL2, 8ZCK
1.77, 19-ID, 2R0Q
1.77, 23-ID-D, 6AX6
1.76995, X10SA, 5IH6
1.7699, X10SA, 6G0H
1.763, PX9.5, 1UN9
1.76116, 5.2R, 6I9T
1.76116, 5.2R, 6IAF
1.761, 5.2R, 4MJY
1.761, 5.2R, 4MN9
1.76, BL3, 6PS3
1.76, BL3, 6PS5
1.76, BL3, 5OOZ
1.76, BL7-1, 3HX9
1.76, 17-ID-2, 6C5Y
1.76, BL26B2, 3OR1
